Pontiac Grand Prix;17;37;30
Pontiac GTO;27;11;24
Ford Mustang;17;60;15
Chevrolet Camaro;16;73;45
Chevrolet Monte Carlo;69;28;40
Chevrolet Corvette;60;6;29
Chevrolet Camaro;32;21;3
Ford Mustang;3;35;31
Citroën CX;33;37;28
Pontiac GTO;44;47;31
Pontiac Grand Prix;31;33;10
Chevrolet Camaro;43;25;31
Chevrolet Corvette;33;24;35
Chevrolet Monza;22;17;24
Pontiac Grand Prix;6;40;36
Volkswagen Golf;18;23;6
Pontiac Grand Prix;49;24;9
Chevrolet Camaro;10;46;46
Toyota Celica;35;31;43
Plymouth Volare;28;45;5
Dodge Aspen;16;26;59
Chevrolet Camaro;33;2;30
Chevrolet Caprice;56;8;30
Mercedes-Benz W123;30;59;54
MG MGB;10;28;37
Pontiac Grand Prix;8;1;43
Ford Thunderbird;29;41;1
Chevrolet Corvette;53;46;63
Chevrolet Camaro;24;8;3
Toyota Celica;0;54;32
Plymouth Horizon;27;47;16
Dodge Omni;15;39;19
Pontiac Grand Prix;38;25;40
Nissan 280ZX;0;34;30
Chevrolet LUV;3;6;7
Chevrolet Camaro;25;50;60
Ford Mustang;53;30;25
Buick Riviera;1;12;34
Pontiac Grand Prix;22;32;53
Ford Mustang;19;20;54
Ford Thunderbird;59;83;23
Chevrolet Citation;38;40;23
Chevrolet Camaro;42;8;27
Honda Civic;40;34;27
Pontiac Grand Prix;52;25;60
Plymouth Reliant;39;24;39
Dodge Aries;34;43;16
Chevrolet Camaro;32;34;34
Pontiac Grand Prix;9;23;22
Mercedes-Benz W126;42;76;36
Pontiac Grand Prix;42;49;26
Chevrolet Camaro;2;3;12
Toyota Celica;56;32;46
Ford Thunderbird;56;8;0
Ford Mustang;6;16;46
Mercedes-Benz W126;55;26;46
Pontiac 6000;27;50;44
Pontiac Sunbird;4;42;15
Pontiac Grand Prix;7;42;16
Toyota Celica;41;68;25
Chevrolet Caprice;15;49;30
Honda Accord;28;35;62
Renault Alliance;6;18;50
Mazda 626;46;28;43
Mazda RX-7;2;43;68
Volkswagen Golf;49;53;31
Porsche 944;32;47;53
Pontiac 1000;46;8;23
Pontiac 6000;27;57;36
Pontiac Sunbird;13;40;32
Pontiac Bonneville;5;23;6
Pontiac Firebird;61;47;12
Pontiac Parisienne;4;15;44
Pontiac Grand Prix;36;16;39
Pontiac Fiero;4;45;18
Pontiac Firefly;22;43;25
Ford Bronco II;87;10;22
Ford Laser;9;2;7
Ford Thunderbird;15;40;27
Ford EXP;10;7;22
Ford Ranger;51;49;7
Ford Escort;28;9;3
Ford Tempo;5;8;59
Ford LTD;30;32;36
Ford F250;61;2;17
Ford F150;12;20;20
Ford E250;33;9;28
Ford LTD Crown Victoria;7;36;25
Ford Bronco;0;39;44
Ford E150;30;3;55
Ford Mustang;31;19;30
Mitsubishi Space;25;66;29
Mitsubishi Galant;4;27;57
Mitsubishi Mirage;5;3;48
Mitsubishi Starion;9;58;6
Mitsubishi Pajero;1;21;39
Mitsubishi Cordia;39;49;60
Mitsubishi Tredia;58;29;28
Subaru Brat;12;38;49
Mercedes-Benz S-Class;22;31;14
Mercedes-Benz E-Class;37;28;14
Mercedes-Benz W201;35;22;53
Mercedes-Benz SL-Class;5;15;39
Mercury Topaz;39;43;45
Mercury Grand Marquis;24;44;54
Mercury Lynx;44;6;41
Mercury Capri;4;30;45
Mercury Cougar;19;11;62
Mercury Marquis;15;2;5
Lotus Esprit Turbo;27;16;32
Volkswagen Jetta;45;62;45
Volkswagen Golf;30;54;35
Volkswagen Vanagon;11;5;60
Volkswagen Scirocco;36;51;30
Volkswagen Quantum;21;30;70
Buick Electra;26;30;49
Buick Century;27;45;14
Buick Skyhawk;34;27;34
Lincoln Town Car;35;8;42
Lincoln Continental;14;15;41
Lincoln Mark VII;31;85;3
Maserati Quattroporte;33;45;26
Maserati Biturbo;58;31;6
Saab 900;17;44;37
Audi 5000S;12;55;44
Honda Accord;0;71;29
Honda CR-X;24;34;28
Honda Prelude;66;22;35
Porsche 944;40;76;66
Dodge Daytona;13;32;80
Suzuki SJ 410;55;24;4
Mazda 626;58;44;59
Mazda GLC;2;32;26
Mazda RX-7;59;30;3
Toyota Celica;14;54;40
Chevrolet Corvette;16;66;18
Buick Somerset;19;27;30
Buick Electra;61;15;5
Buick Century;22;11;38
Buick LeSabre;41;13;6
Buick Riviera;11;24;46
Buick Skyhawk;36;17;52
Buick Regal;8;49;24
Buick Skylark;4;42;27
Ford E-Series;31;14;11
Ford Bronco II;53;35;13
Ford Bronco;32;66;24
Ford Tempo;52;11;46
Ford F-Series;13;21;27
Ford Laser;41;50;21
Ford LTD Crown Victoria;24;9;19
Ford Ranger;13;52;15
Ford Mustang;15;13;0
Ford LTD;42;8;32
Ford Escort;19;42;43
Ford EXP;43;25;27
Ford Thunderbird;23;44;53
Mitsubishi Starion;35;60;25
Mitsubishi Mirage;7;21;12
Mitsubishi Truck;56;3;12
Mitsubishi Chariot;24;27;42
Mitsubishi Tredia;44;13;0
Mitsubishi Cordia;49;15;35
Mitsubishi Pajero;9;30;5
Volkswagen Jetta;17;57;50
Volkswagen GTI;4;73;43
Volkswagen Cabriolet;23;45;38
Volkswagen Golf;36;16;35
Volkswagen Passat;19;21;37
Volkswagen Scirocco;45;72;10
Volkswagen Type 2;2;16;70
Mercedes-Benz W201;19;41;18
Mercedes-Benz S-Class;19;17;19
Mercedes-Benz E-Class;9;43;32
Mercedes-Benz SL-Class;61;63;44
Chevrolet Camaro;20;12;21
Chevrolet Corvette;21;36;30
Saab 900;0;18;28
Audi 4000s;6;26;2
Audi Quattro;48;50;23
Audi 5000S;67;6;6
Audi Coupe GT;5;66;29
Lamborghini Countach;43;40;8
Mercury Topaz;33;22;18
Mercury Marquis;6;41;30
Mercury Grand Marquis;37;6;39
Mercury Lynx;4;47;58
Mercury Cougar;12;1;43
Mercury Capri;9;42;5
Mazda 626;16;13;17
Mazda RX-7;58;4;49
Mazda Familia;43;31;9
Mazda B2000;50;14;24
Pontiac 1000;29;31;40
Pontiac 6000;34;48;39
Pontiac Bonneville;41;25;49
Pontiac Parisienne;28;19;19
Pontiac Sunbird;11;2;18
Pontiac Fiero;61;30;39
Pontiac Grand Am;29;31;0
Pontiac Firebird;3;22;25
Pontiac Grand Prix;32;6;6
Pontiac Firefly;33;60;27
Subaru XT;44;44;3
Subaru BRAT;18;24;12
Subaru Leone;30;48;5
Merkur XR4Ti;28;16;36
Mitsubishi Galant;27;23;25
Honda CR-X;57;31;56
Honda Civic;41;60;22
Honda Accord;34;20;51
Honda Prelude;17;21;41
Maserati Biturbo;9;51;65
Maserati Quattroporte;22;11;63
Lincoln Town Car;7;14;45
Lincoln Continental;4;66;33
Lincoln Continental Mark VII;8;50;23
Plymouth Voyager;60;51;59
Porsche 911;0;43;44
Porsche 928;14;3;34
Porsche 944;11;34;8
Suzuki Cultus;34;78;14
Suzuki SJ;51;62;54
Toyota MR2;37;8;27
Lotus Esprit;37;1;36
Dodge Caravan;10;2;6
Maserati Biturbo;20;11;54
Maserati Quattroporte;49;15;58
Subaru XT;5;8;23
Subaru Leone;4;24;32
Subaru BRAT;7;20;38
Chevrolet Corvette;29;21;14
Ford Thunderbird;55;52;39
Ford F-Series;37;21;24
Ford Bronco II;57;67;53
Ford Ranger;1;41;12
Ford E-Series;1;17;20
Ford Taurus;33;29;54
Ford Tempo;46;40;60
Ford EXP;34;31;84
Ford LTD Crown Victoria;27;37;8
Ford Escort;24;21;9
Ford Laser;43;77;34
Ford Aerostar;2;33;20
Ford LTD;24;14;1
Ford Mustang;27;29;53
Ford Courier;29;11;46
Ford Bronco;38;24;54
Mitsubishi Galant;25;35;0
Mitsubishi Truck;4;93;23
Mitsubishi Mighty Max;8;36;4
Mitsubishi Precis;35;10;43
Mitsubishi Mirage;27;26;40
Mitsubishi Pajero;48;30;40
Mitsubishi Cordia;21;27;32
Mitsubishi Chariot;23;33;53
Mitsubishi Tredia;33;29;68
Mitsubishi Starion;30;21;26
Pontiac 1000;17;47;23
Pontiac 6000;17;57;6
Pontiac Fiero;27;59;0
Pontiac Firebird;9;5;33
Pontiac Safari;38;28;9
Pontiac Sunbird;53;27;44
Pontiac Parisienne;9;3;30
Pontiac Grand Prix;61;3;49
Pontiac Grand Am;22;19;27
Pontiac Firefly;29;44;64
Pontiac Gemini;37;26;16
Pontiac Firebird Trans Am;37;3;35
Pontiac Bonneville;31;36;11
Porsche 911;7;55;16
Porsche 928;2;4;71
Porsche 944;24;20;14
Audi Coupe GT;2;46;14
Audi 5000S;25;29;33
Audi 4000s;35;37;4
Audi 5000CS Quattro;21;35;41
Audi 4000s Quattro;63;63;49
Audi 4000CS Quattro;29;10;40
Mercedes-Benz S-Class;42;28;10
Mercedes-Benz E-Class;43;31;8
Mercedes-Benz W201;25;29;53
Mercedes-Benz SL-Class;21;1;30
Mercury Topaz;38;43;48
Mercury Capri;13;28;64
Mercury Grand Marquis;20;60;28
Mercury Lynx;43;40;11
Mercury Marquis;24;40;33
Mercury Cougar;12;0;26
Mercury Sable;55;35;51
Volkswagen GTI;26;34;8
Volkswagen Type 2;39;4;27
Volkswagen Passat;15;58;60
Volkswagen Scirocco;34;61;6
Volkswagen Golf;32;68;58
Volkswagen Jetta;14;24;46
Volkswagen Cabriolet;15;8;24
Mazda 626;22;57;24
Mazda Familia;1;49;1
Mazda B-Series;12;47;49
Mazda RX-7;51;33;0
Buick Riviera;15;84;9
Buick LeSabre;3;33;44
Buick Regal;37;18;13
Buick Skylark;28;41;14
Buick Skyhawk;32;26;7
Buick Century;41;28;22
Buick Electra;47;24;50
Buick Somerset;22;42;38
Lincoln Continental;5;55;13
Lincoln Town Car;39;14;27
Lincoln Continental Mark VII;0;21;67
Toyota MR2;53;30;6
Honda Prelude;38;32;11
Honda Accord;25;44;14
Suzuki SJ 410;14;12;7
Suzuki SJ;37;34;6
Saab 900;20;59;47
Saab 9000;78;64;8
Lotus Esprit;9;56;37
Land Rover Range Rover;50;6;5
Lamborghini Countach;13;57;31
Honda Accord;49;40;20
Mercedes-Benz E-Class;78;25;1
Mercedes-Benz S-Class;10;43;38
Mercedes-Benz W201;47;48;15
Mercedes-Benz SL-Class;35;18;3
Ford Mustang;42;39;21
Ford Courier;50;37;35
Ford Laser;31;70;0
Ford Escort;26;46;42
Ford Tempo;26;81;26
Ford Aerostar;46;46;43
Ford Thunderbird;57;33;19
Ford E-Series;48;21;5
Ford F-Series;24;70;50
Ford Bronco II;15;26;26
Ford Taurus;51;44;23
Ford LTD Crown Victoria;31;15;51
Ford Bronco;36;35;17
Ford Ranger;14;10;15
Ford EXP;13;34;24
Audi 4000;1;32;20
Audi 5000CS;4;26;33
Audi 4000CS Quattro;41;37;31
Audi 5000S;31;2;63
Audi Coupe GT;45;4;54
Mazda 626;26;61;14
Mazda 929;12;73;22
Mazda Familia;26;26;51
Mazda RX-7;0;7;15
Mazda B-Series;34;10;8
Mazda B2600;25;8;5
Lamborghini Countach;21;32;45
Volkswagen Cabriolet;39;20;27
Volkswagen Scirocco;20;32;20
Volkswagen Fox;26;39;51
Volkswagen Jetta;39;7;8
Volkswagen Type 2;59;5;1
Volkswagen Golf;25;15;21
Volkswagen Passat;6;17;7
Volkswagen GTI;20;50;16
Suzuki Swift;21;28;13
Suzuki SJ;11;25;54
Subaru Leone;22;31;0
Subaru XT;32;26;36
Subaru BRAT;26;8;22
Subaru Justy;29;50;22
Buick Electra;53;47;3
Buick Regal;1;7;57
Buick Skyhawk;48;63;71
Buick Century;31;14;17
Buick LeSabre;14;63;38
Buick Somerset;28;21;10
Buick Skylark;24;22;30
Buick Riviera;38;40;42
Porsche 911;14;5;53
Porsche 928;43;27;9
Porsche 944;28;25;21
Porsche 924 S;37;12;28
Pontiac 6000;22;20;29
Pontiac Grand Am;3;33;48
Pontiac Chevette;56;32;30
Pontiac Gemini;7;60;38
Pontiac Fiero;8;63;47
Pontiac Sunbird;25;47;30
Pontiac Bonneville;1;39;3
Pontiac Safari;27;53;49
Pontiac Grand Prix;32;6;33
Pontiac Firebird;30;14;38
Pontiac Firefly;9;35;3
Mitsubishi Truck;29;0;46
Mitsubishi Starion;34;15;42
Mitsubishi Excel;32;43;53
Mitsubishi L300;2;45;18
Mitsubishi Cordia;35;13;68
Mitsubishi Mirage;36;79;55
Mitsubishi Chariot;2;73;47
Mitsubishi Galant;19;17;6
Mitsubishi Pajero;36;44;55
Mitsubishi Tredia;14;56;38
Mercury Lynx;21;40;28
Mercury Topaz;36;36;6
Mercury Grand Marquis;18;34;21
Mercury Sable;10;21;42
Mercury Cougar;4;60;43
Maserati Biturbo;12;43;28
Lincoln Continental;24;51;25
Lincoln Continental Mark VII;50;21;38
Lincoln Town Car;21;32;27
Saab 900;8;30;52
Saab 9000;31;15;23
Chevrolet Corvette;22;34;4
Land Rover Range Rover;0;11;35
Toyota MR2;30;24;17
Lotus Esprit;37;26;54
Acura Legend;23;37;11
Acura Integra;40;73;63
Acura Legend;40;63;32
Porsche 911;40;33;34
Porsche 924;41;60;0
Porsche 928;37;41;31
Porsche 944;10;71;10
Pontiac 6000;13;20;36
Pontiac Firebird;58;0;22
Pontiac Bonneville;17;51;30
Pontiac Sunbird;15;21;3
Pontiac Gemini;38;19;19
Pontiac Grand Am;11;18;18
Pontiac Grand Prix;45;31;35
Pontiac Fiero;21;25;41
Pontiac Safari;34;53;47
Pontiac Firefly;7;0;67
Pontiac LeMans;67;28;32
Pontiac Turbo Firefly;3;34;27
Volkswagen Passat;12;31;40
Volkswagen GTI;41;23;2
Volkswagen Jetta;22;21;29
Volkswagen Fox;21;20;40
Volkswagen Type 2;17;19;16
Volkswagen Golf;16;5;0
Volkswagen Scirocco;31;40;30
Volkswagen Cabriolet;27;48;54
Mercury Sable;80;36;37
Mercury Topaz;58;69;57
Mercury Grand Marquis;48;55;67
Mercury Cougar;10;14;59
Mercury Tracer;19;54;6
Buick Electra;2;32;15
Buick Skyhawk;51;35;35
Buick Century;48;19;36
Buick Riviera;29;91;17
Buick Regal;30;44;50
Buick Skylark;15;31;8
Buick Reatta;45;32;48
Buick LeSabre;32;36;30
Subaru Leone;19;14;13
Subaru XT;25;11;53
Subaru Justy;22;38;0
Honda CR-X;47;32;20
Honda Civic;36;8;18
Honda Accord;14;75;45
Ford Thunderbird;44;1;3
Ford Aerostar;1;2;41
Ford Escort;46;70;26
Ford Mustang;2;57;42
Ford Taurus;32;2;17
Ford Bronco II;20;30;20
Ford Laser;7;32;13
Ford Tempo;64;40;19
Ford E-Series;13;15;58
Ford LTD Crown Victoria;48;40;57
Ford F-Series;51;18;24
Ford Ranger;1;39;14
Ford Festiva;37;44;6
Ford Bronco;21;26;61
Ford Courier;51;39;42
Ford EXP;1;53;40
Mitsubishi L300;54;2;33
Mitsubishi Tredia;36;17;42
Mitsubishi Galant;27;25;44
Mitsubishi Mirage;35;20;22
Mitsubishi Truck;12;44;26
Mitsubishi Pajero;1;5;33
Mitsubishi Excel;29;20;40
Mitsubishi Starion;26;35;23
Mitsubishi Chariot;53;6;51
Mitsubishi Cordia;51;18;42
Mazda 626;42;1;16
Mazda 929;36;31;14
Mazda Familia;36;63;46
Mazda B-Series;70;18;27
Mazda RX-7;26;36;10
Mazda MX-6;36;27;24
Mercedes-Benz E-Class;55;1;37
Mercedes-Benz S-Class;48;64;8
Mercedes-Benz W201;23;30;9
Mercedes-Benz SL-Class;30;9;59
Suzuki Swift;50;7;27
Suzuki SJ;41;41;44
Audi 90;35;50;16
Audi 5000S;33;18;32
Audi 5000CS;4;26;57
Audi 80/90;30;58;46
Lamborghini Countach;36;53;25
Lincoln Town Car;26;47;37
Lincoln Continental;15;3;17
Lincoln Continental Mark VII;28;50;0
Lotus Esprit;30;22;22
Chevrolet Corvette;33;36;10
Saab 900;78;6;13
Saab 9000;26;20;33
Land Rover Range Rover;31;8;11
Buick Electra;45;70;8
Buick Skyhawk;0;42;4
Buick Century;23;54;19
Buick Regal;9;7;57
Buick Skylark;17;29;42
Buick Reatta;55;34;20
Buick Riviera;41;7;62
Buick Estate;49;47;17
Buick LeSabre;33;23;22
Ford E-Series;37;22;21
Ford F-Series;33;35;29
Ford Taurus;61;31;21
Ford Mustang;62;7;36
Ford Laser;29;42;47
Ford Probe;25;49;50
Ford Escort;16;36;12
Ford Tempo;32;63;7
Ford Aerostar;42;39;23
Ford Festiva;34;46;16
Ford Courier;33;26;27
Ford Bronco II;34;25;25
Ford LTD Crown Victoria;29;24;60
Ford Bronco;24;2;77
Ford Ranger;4;41;28
Ford Thunderbird;31;2;2
Saab 900;74;3;63
Saab 9000;13;33;4
Pontiac 6000;36;16;23
Pontiac Grand Prix;53;16;1
Pontiac Safari;33;42;30
Pontiac Firefly;2;32;35
Pontiac Gemini;33;0;19
Pontiac Sunbird;4;58;11
Pontiac Grand Am;21;42;24
Pontiac LeMans;60;52;46
Pontiac Firebird;68;41;47
Pontiac Bonneville;15;39;51
Mazda 626;21;49;28
Mazda 929;45;46;36
Mazda Familia;49;1;11
Mazda B-Series;49;42;7
Mazda B2600;31;44;37
Mazda RX-7;10;40;14
Mazda MPV;26;28;29
Mazda MX-6;65;21;26
Porsche 911;2;43;42
Porsche 928;30;21;50
Porsche 944;11;20;23
Mitsubishi Truck;2;46;22
Mitsubishi Mirage;22;23;15
Mitsubishi Excel;6;27;87
Mitsubishi Chariot;21;32;36
Mitsubishi Galant;22;24;17
Mitsubishi Pajero;27;52;62
Mitsubishi Starion;14;48;27
Mitsubishi L300;3;3;77
Mitsubishi Sigma;27;39;50
Mitsubishi Eclipse;43;37;58
Chevrolet Corvette;4;65;71
Lincoln Continental Mark VII;0;20;25
Lincoln Town Car;16;8;16
Lincoln Continental;25;45;35
Mercury Sable;17;29;22
Mercury Cougar;27;69;14
Mercury Grand Marquis;45;73;35
Mercury Topaz;38;24;46
Mercury Tracer;46;10;41
Volkswagen Jetta;20;12;39
Volkswagen Fox;41;46;21
Volkswagen GTI;51;34;33
Volkswagen Cabriolet;4;24;35
Volkswagen Type 2;36;0;23
Volkswagen Golf;6;4;59
Subaru Leone;46;18;68
Subaru Legacy;30;2;13
Subaru Justy;6;4;42
Subaru XT;39;22;12
Suzuki SJ;51;50;56
Suzuki Sidekick;70;9;32
Suzuki Swift;46;27;47
Lexus LS;16;28;18
Lexus ES;18;14;20
Mercedes-Benz S-Class;13;29;23
Mercedes-Benz E-Class;20;12;2
Mercedes-Benz W201;3;58;23
Mercedes-Benz SL-Class;80;30;48
Maserati 228;41;39;4
Maserati 430;47;40;69
Maserati Spyder;24;8;9
Maserati Karif;8;3;2
Audi 80;47;41;39
Audi 90;63;40;11
Audi 100;33;9;21
Audi 200;13;40;10
Toyota Truck Xtracab SR5;32;17;22
Land Rover Range Rover;28;15;44
Lotus Esprit;13;41;25
Citroën CX;47;26;68
Acura Legend;30;43;38
Honda Civic;49;48;3
Honda Accord;27;18;20
BMW 6 Series;34;24;73
Lamborghini Countach;8;4;39
Dodge Colt;88;20;68
Plymouth Laser;11;36;30
Ford Taurus;16;12;17
Ford F-Series;69;14;18
Ford Mustang;17;4;23
Ford Thunderbird;18;53;39
Ford Tempo;83;47;46
Ford Aerostar;24;74;41
Ford Escort;1;60;72
Ford Ranger;7;39;21
Ford E-Series;48;46;28
Ford Probe;12;21;66
Ford LTD Crown Victoria;35;1;47
Ford Bronco II;42;0;46
Ford Bronco;43;47;18
Ford Festiva;31;17;74
Mercedes-Benz S-Class;34;17;16
Mercedes-Benz E-Class;38;58;30
Mercedes-Benz SL-Class;32;63;64
Mercedes-Benz W201;7;34;52
Porsche 911;8;26;42
Porsche 928;26;26;7
Porsche 944;46;38;42
Buick LeSabre;52;40;19
Buick Regal;48;28;15
Buick Century;13;15;11
Buick Riviera;18;22;18
Buick Skylark;28;25;26
Buick Coachbuilder;85;21;28
Buick Estate;76;0;56
Buick Electra;56;23;16
Buick Reatta;43;17;24
Suzuki Sidekick;24;52;19
Suzuki Swift;72;1;42
Suzuki SJ;56;4;62
Mercury Sable;33;27;54
Mercury Topaz;22;19;25
Mercury Grand Marquis;37;30;29
Mercury Cougar;20;44;18
Subaru Legacy;38;60;52
Subaru Justy;55;36;33
Subaru Loyale;32;18;48
Subaru XT;15;11;12
Mazda 626;61;56;38
Mazda 929;59;8;32
Mazda B-Series;65;74;70
Mazda MX-6;56;45;44
Mazda Familia;33;29;59
Mazda MX-5;25;65;29
Mazda MPV;45;39;18
Mazda RX-7;59;2;46
Maserati 228;11;6;44
Maserati 430;42;61;20
Maserati Karif;34;54;53
Maserati Spyder;19;10;51
Pontiac 6000;7;41;11
Pontiac Trans Sport;8;29;39
Pontiac Sunbird;4;43;57
Pontiac LeMans;1;4;70
Pontiac Firefly;47;14;13
Pontiac Grand Am;5;46;51
Pontiac Firebird;36;34;17
Pontiac Turbo Firefly;42;6;28
Pontiac Grand Prix;18;7;7
Pontiac Grand Prix Turbo;74;28;42
Pontiac Bonneville;11;18;37
Audi 80;43;7;45
Audi 90;51;1;12
Audi 100;46;29;38
Audi 200;24;52;13
Audi V8;30;62;42
Audi Coupe Quattro;58;28;42
Lotus Elan;22;78;19
Lotus Esprit;5;28;47
Volkswagen Passat;38;40;22
Volkswagen Fox;9;37;31
Volkswagen Type 2;29;25;20
Volkswagen Cabriolet;47;8;36
Volkswagen GTI;1;43;44
Volkswagen Jetta;37;26;43
Volkswagen Corrado;3;26;43
Volkswagen Golf;50;4;44
Mitsubishi Truck;31;48;43
Mitsubishi Mirage;11;10;52
Mitsubishi L300;9;42;48
Mitsubishi Galant;19;43;18
Mitsubishi Precis;33;62;35
Mitsubishi Pajero;7;26;19
Mitsubishi Eclipse;32;18;21
Mitsubishi GTO;33;39;18
Mitsubishi Sigma;50;28;27
Mitsubishi Chariot;24;8;23
Acura Legend;27;49;21
Nissan Maxima;38;3;37
Nissan Datsun/Nissan Z-car;31;49;41
Saab 900;65;59;22
Saab 9000;57;4;30
Plymouth Laser;10;29;1
Lincoln Continental;30;44;54
Lincoln Continental Mark VII;47;42;20
Lincoln Town Car;61;28;31
Honda Civic;47;40;65
Honda Accord;42;54;38
Lamborghini Diablo;42;67;34
Lamborghini Countach;30;57;39
Lexus LS;16;35;39
Lexus ES;55;40;21
Eagle Talon;23;6;21
Land Rover Range Rover;24;25;11
Pontiac 6000;33;39;80
Pontiac LeMans;42;76;15
Pontiac Firebird;4;9;50
Pontiac Grand Am;33;15;68
Pontiac Grand Prix;18;13;46
Pontiac Firefly;24;16;62
Pontiac Trans Sport;4;37;23
Pontiac Sunbird;7;35;77
Pontiac Bonneville;21;35;34
Porsche 911;1;10;46
Porsche 928;19;61;21
Porsche 944;40;21;39
Ford Mustang;26;29;3
Ford Festiva;60;24;6
Ford E-Series;0;22;38
Ford F-Series;12;33;59
Ford Tempo;26;41;25
Ford Bronco;25;42;18
Ford Escort;51;20;1
Ford Aerostar;18;37;55
Ford LTD Crown Victoria;24;56;10
Ford Thunderbird;16;27;51
Ford Ranger;23;37;6
Ford Taurus;21;31;98
Ford Explorer;37;74;12
Ford Probe;25;28;29
Audi 80;31;29;8
Audi 90;4;9;0
Audi 100;4;22;14
Audi 200;69;54;17
Audi Coupe Quattro;31;19;3
Audi V8;5;26;44
Subaru Loyale;15;1;46
Subaru Justy;8;7;51
Subaru Legacy;2;80;34
Subaru XT;21;33;38
Mercury Topaz;32;1;17
Mercury Grand Marquis;25;53;26
Mercury Tracer;40;68;27
Mercury Sable;55;43;7
Mercury Capri;3;31;35
Mercury Cougar;8;18;8
Buick Reatta;40;72;17
Buick Coachbuilder;13;8;49
Buick Riviera;30;15;58
Buick Century;46;46;0
Buick LeSabre;29;1;22
Buick Park Avenue;44;68;86
